Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Treatment_Profile
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Comedonal,Benzoyl Peroxide + Zinc PCA + Salicylic Acid,2.5% + 2% + 1%,"Kills acne-causing bacteria, Controls sebum production, Unclogs pores and removes excess oil","Benzoyl Peroxide(2.5%) + Zinc PCA(2%) + Salicylic Acid(1%) -> Kills acne-causing bacteria, Controls sebum production, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Inflammatory,Azelaic Acid + Benzoyl Peroxide + Zinc PCA,10% + 2.5% + 1%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Controls sebum production","Azelaic Acid(10%) + Benzoyl Peroxide(2.5%) + Zinc PCA(1%) -> Reduces acne and improves skin texture, Kills acne-causing bacteria, Controls sebum production"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Fungal,Niacinamide + Zinc PCA + Green Tea Extract,5% + 3% + 1%,"Reduces inflammation and regulates sebum, Controls sebum production, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Zinc PCA(3%) + Green Tea Extract(1%) -> Reduces inflammation and regulates sebum, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Zinc PCA + Benzoyl Peroxide + Salicylic Acid,2.5% + 2% + 1%,"Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil","Zinc PCA(2.5%) + Benzoyl Peroxide(2%) + Salicylic Acid(1%) -> Controls sebum production, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Vitamin C + Hyaluronic Acid + Caffeine,10% + 1% + 3%,"Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Improves blood circulation under eyes","Vitamin C(10%) + Hyaluronic Acid(1%) + Caffeine(3%) -> Brightens skin and reduces pigmentation, Hydrates and plumps the skin, Improves blood circulation under eyes"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Caffeine + Niacinamide + Vitamin C,3% + 5% + 10%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation","Caffeine(3%) + Niacinamide(5%) + Vitamin C(10%) -> Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide + Kojic Acid + Licorice Extract,5% + 1% + 2%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone","Niacinamide(5%) + Kojic Acid(1%) + Licorice Extract(2%) -> Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Lactic Acid + Hyaluronic Acid + Vitamin C,1% + 10% + 1%,"Gently exfoliates and improves skin radiance, Hydrates and plumps the skin, Brightens skin and reduces pigmentation","Lactic Acid(1%) + Hyaluronic Acid(10%) + Vitamin C(1%) -> Gently exfoliates and improves skin radiance, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Tranexamic Acid + Licorice Extract + Vitamin C,2% + 2% + 10%,"Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation","Tranexamic Acid(2%) + Licorice Extract(2%) + Vitamin C(10%) -> Reduces melanin production and pigmentation, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Clay + Green Tea Extract + Niacinamide,3% + 5% + 1%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum","Clay(3%) + Green Tea Extract(5%) + Niacinamide(1%) -> Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Centella Asiatica + Niacinamide + Aloe Vera,5% + 1% + 1%,"Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin","Centella Asiatica(5%) + Niacinamide(1%) + Aloe Vera(1%) -> Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Aloe Vera + Niacinamide + Licorice Extract,5% + 2% + 1%,"Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone","Aloe Vera(5%) + Niacinamide(2%) + Licorice Extract(1%) -> Soothes and hydrates irritated skin, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Willow Bark Extract + Salicylic Acid + Glycolic Acid,2% + 1% + 1%,"Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin","Willow Bark Extract(2%) + Salicylic Acid(1%) + Glycolic Acid(1%) -> Naturally exfoliates and clears pores, Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin"
19-24,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide + Hyaluronic Acid + Coenzyme Q10,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant protection and supports skin repair","Niacinamide(5%) + Hyaluronic Acid(1%) + Coenzyme Q10(1%) -> Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Salicylic Acid + Niacinamide + Benzoyl Peroxide,2% + 5% + 2.5%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Kills acne-causing bacteria","Salicylic Acid(2%) + Niacinamide(5%) + Benzoyl Peroxide(2.5%) -> Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Benzoyl Peroxide + Niacinamide + Zinc PCA,2.5% + 5% + 1%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production","Benzoyl Peroxide(2.5%) + Niacinamide(5%) + Zinc PCA(1%) -> Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Fungal,Niacinamide + Benzoyl Peroxide + Green Tea Extract,5% + 2.5% + 3%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) -> Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Zinc PCA + Salicylic Acid + Green Tea Extract,2% + 3% + 1%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits","Zinc PCA(2%) + Salicylic Acid(3%) + Green Tea Extract(1%) -> Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,Caffeine + Hyaluronic Acid + Licorice Extract,3% + 1% + 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone","Caffeine(3%) + Hyaluronic Acid(1%) + Licorice Extract(2%) -> Improves blood circulation under eyes, Hydrates and plumps the skin, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,Vitamin C + Licorice Extract + Niacinamide,10% + 2% + 5%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum","Vitamin C(10%) + Licorice Extract(2%) + Niacinamide(5%) -> Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Spots,General,Niacinamide + Licorice Extract + Vitamin C,5% + 2% + 10%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation","Niacinamide(5%) + Licorice Extract(2%) + Vitamin C(10%) -> Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Dullness,General,Hyaluronic Acid + Niacinamide + Lactic Acid,1% + 5% + 1%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance","Hyaluronic Acid(1%) + Niacinamide(5%) + Lactic Acid(1%) -> Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Hyperpigmentation,General,Vitamin C + Niacinamide + Tranexamic Acid,10% + 5% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation","Vitamin C(10%) + Niacinamide(5%) + Tranexamic Acid(2%) -> Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Open Pores,General,Green Tea Extract + Salicylic Acid + Niacinamide,3% + 2% + 5%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum","Green Tea Extract(3%) + Salicylic Acid(2%) + Niacinamide(5%) -> Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Redness,General,Aloe Vera + Chamomile Extract + Niacinamide,5% + 1% + 1%,"Soothes and hydrates irritated skin, Calms redness and irritation, Reduces inflammation and regulates sebum","Aloe Vera(5%) + Chamomile Extract(1%) + Niacinamide(1%) -> Soothes and hydrates irritated skin, Calms redness and irritation, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Sun Tan,General,Niacinamide + Licorice Extract + Aloe Vera,5% + 2% + 1%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin","Niacinamide(5%) + Licorice Extract(2%) + Aloe Vera(1%) -> Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Whiteheads / Blackheads,General,Niacinamide + Glycolic Acid + Zinc PCA,5% + 1% + 1%,"Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin, Controls sebum production","Niacinamide(5%) + Glycolic Acid(1%) + Zinc PCA(1%) -> Reduces inflammation and regulates sebum, Exfoliates dead skin cells and smooths skin, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,Yes,Wrinkles,General,Hyaluronic Acid + Peptides + Coenzyme Q10,1% + 1% + 1%,"Hydrates and plumps the skin, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair","Hyaluronic Acid(1%) + Peptides(1%) + Coenzyme Q10(1%) -> Hydrates and plumps the skin, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Comedonal,Salicylic Acid + Zinc PCA + Green Tea Extract,2% + 3% + 1%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits","Salicylic Acid(2%) + Zinc PCA(3%) + Green Tea Extract(1%) -> Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Inflammatory,Salicylic Acid + Zinc PCA + Green Tea Extract,2% + 3% + 1%,"Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits","Salicylic Acid(2%) + Zinc PCA(3%) + Green Tea Extract(1%) -> Unclogs pores and removes excess oil, Controls sebum production, Provides antioxidant and anti-inflammatory benefits"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Fungal,Benzoyl Peroxide + Green Tea Extract + Niacinamide,2.5% + 3% + 5%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum","Benzoyl Peroxide(2.5%) + Green Tea Extract(3%) + Niacinamide(5%) -> Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Acne,Cystic,Azelaic Acid + Niacinamide + Zinc PCA,10% + 5% + 1%,"Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Controls sebum production","Azelaic Acid(10%) + Niacinamide(5%) + Zinc PCA(1%) -> Reduces acne and improves skin texture, Reduces inflammation and regulates sebum, Controls sebum production"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Pigmented,Caffeine + Hyaluronic Acid + Caffeine,3% + 1% + 3%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Reduces puffiness and improves circulation","Caffeine(3%) + Hyaluronic Acid(1%) + Caffeine(3%) -> Improves blood circulation under eyes, Hydrates and plumps the skin, Reduces puffiness and improves circulation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Vascular,Niacinamide + Caffeine + Licorice Extract,5% + 3% + 2%,"Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone","Niacinamide(5%) + Caffeine(3%) + Licorice Extract(2%) -> Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dark Spots,General,Kojic Acid + Niacinamide + Alpha Arbutin,1% + 5% + 2%,"Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots","Kojic Acid(1%) + Niacinamide(5%) + Alpha Arbutin(2%) -> Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Dullness,General,Niacinamide + Green Tea Extract + Vitamin C,5% + 3% + 10%,"Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation","Niacinamide(5%) + Green Tea Extract(3%) + Vitamin C(10%) -> Reduces inflammation and regulates sebum, Provides antioxidant and anti-inflammatory benefits, Brightens skin and reduces pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Hyperpigmentation,General,Alpha Arbutin + Niacinamide + Tranexamic Acid,2% + 5% + 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation","Alpha Arbutin(2%) + Niacinamide(5%) + Tranexamic Acid(2%) -> Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Reduces melanin production and pigmentation"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Open Pores,General,Clay + Salicylic Acid + Azelaic Acid,2% + 10% + 1%,"Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture","Clay(2%) + Salicylic Acid(10%) + Azelaic Acid(1%) -> Absorbs excess oil and tightens pores, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
19-24,Combination,T-Zone Dry Cheeks Oily,No,Redness,General,Niacinamide + Centella Asiatica + Green Tea Extract,5% + 3% + 1%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits","Niacinamide(5%) + Centella Asiatica(3%) + Green Tea Extract(1%) -> Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
